StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes_Outbound,Routes_Inbound,Total_Routes,Both_Directions,HasSupport
1888,QBT 063,Tân Kỳ Tân Quý,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà A,813,Quốc lộ 1A,No,Đang khai thác,106.595519,10.788855,TKTQ 813 Ql1A,151,,1,No,False
7814,Q2 113,Đường Đồng Văn Cống,Trụ dừng,TP. Thủ Đức - KV1,Phường An Phú,Cây xanh 760,Mai Chí Thọ,No,Đang khai thác,106.751516,10.789642,DDVC Cx760 MCT,99,,1,No,False
838,Q7 098,Cầu Thầy Tiêu,Nhà chờ,Quận 7,,Trung tâm truyền hình cáp,Nguyễn Văn Linh,No,Đang khai thác,106.714829,10.728375,CTT Ttthc NVL,,102,1,No,False
638,HBC 364,Dương Đình Cúc,Trụ dừng,Huyện Bình Chánh,Xã Tân Kiên,C3/4,Quốc lộ 1A,No,Đang khai thác,106.598089,10.70706,DDC C Ql1A,"9, 84",102,3,Yes,False
1615,BX34,Bến xe buýt Hiệp Thành,Bến xe,Quận 12,,BẾN XE BUÝT HIỆP THÀNH,Hiệp Thành 17,No,Đang khai thác,106.641739,10.877756,BxbHT BXBHT HT17,146,146,2,Yes,False
394,BX73,Đại học Nông Lâm,Bến xe,TP. Thủ Đức - KV3,,Bến xe buýt ĐH Nông Lâm,Quốc lộ 1,No,Đang khai thác,106.78744506835938,10.868183135986328,DhNL BxbDNL Ql1,6,6,2,Yes,False
375,Q3 105,Sân Phan Đình Phùng,Nhà chờ,Quận 3,,8,Võ Văn Tần,Có,Đang khai thác,106.694402,10.781172,SPDP 8 VVT,,6,1,No,True
1383,HCC 042,Nhà thiếu nhi Củ Chi,Nhà chờ,Huyện Củ Chi,Xã Tân Thông Hội,Nhà thiếu nhi Củ Chi,Quốc lộ 22,Có,Đang khai thác,106.505027,10.959204,NtnCC NtnCC Ql22,,74,1,No,True
439,Q5 026,Đại học Y Dược,Nhà chờ,Quận 5,,217,Hồng Bàng,No,Đang khai thác,106.663191,10.75536,DhYD 217 HB,6,,1,No,False
4130,Q9 165,Ngã ba Tam Đa,Trụ dừng,TP. Thủ Đức - KV2,Phường Long Trường,1610-1612,Nguyễn Duy Trinh,No,Đang khai thác,106.826604,10.807619,NbTD 1610-1612 NDT,88,,1,No,False
3125,HBC 203,Đường liên Ấp 1-2,Trụ dừng,Huyện Bình Chánh,Xã Phạm Văn Hai,A8/240A,Quốc lộ 50,No,Đang khai thác,106.651658,10.663001,DlA1-2 A Ql50,,47,1,No,False
3438,HBC 290,Hoàng My,Trụ dừng,Huyện Bình Chánh,Xã Lê Minh Xuân,Đối diện 3A13,Tỉnh lộ 10 Bình Chánh,No,Đang khai thác,106.527101,10.782816,HM Dd3A13 Tl10BC,,81,1,No,False
999,QTB 109,Trần Quốc Hoàn,Nhà chờ,Quận Tân Bình,,65,Trần Quốc Hoàn,No,Đang khai thác,106.663925,10.803644,TQH 65 TQH,,103,1,No,False
584,QTD 155,Cá sấu Hoa Cà,Nhà chờ,TP. Thủ Đức - KV3,Phường Hiệp Bình Chánh,Trụ chiếu sáng B194,Phạm Văn Đồng,Có,Đang khai thác,106.727916,10.833634,CsHC TcsB PVD,,93,1,No,True
2139,HNB 014,Chùa Bà Châu Đốc 2,Trụ dừng,Huyện Nhà Bè,Xã Phú Xuân,2864,Huỳnh Tấn Phát,No,Đang khai thác,106.76268,10.674752,CBCD2 2864 HTP,20,,1,No,False
696,HBC 272,Bờ Kinh,Trụ dừng,Huyện Bình Chánh,Xã Bình Chánh,Đ/d C13/42D (Đối diện C13/41),Đinh Đức Thiện,No,Đang khai thác,106.576663,10.660903,BK DC(dC DDT,,9,1,No,False
4120,Q9 251,Chùa Kim Linh,Ô sơn,TP. Thủ Đức - KV2,,253,Tăng Nhơn Phú,No,Đang khai thác,106.781557,10.834607,CKL 253 TNP,,99,1,No,False
1766,QGV 019,Bãi hậu cần số 1,Nhà chờ,Quận Gò Vấp,,439,Phan Văn Trị,No,Đang khai thác,106.692106,10.823537,Bhcs1 439 PVT,,161,1,No,False
1305,HHM 034,Ngã 3 Hồng Châu,Trụ dừng,Huyện Hóc Môn,Xã Tân Thới Nhì,28/5 (số cũ 2/63),Quốc lộ 22,No,Đang khai thác,106.576191,10.899733,N3HC 28/5(c2/63) Ql22,74,,1,No,False
1619,QTP 144,Ngã 4 Hòa Bình,Trụ dừng,Quận Tân Phú,Phường Hoà Thạnh,126,Hòa Bình,No,Đang khai thác,106.632839,10.77001,N4HB 126 HB,"62, 69",,2,No,False
1923,QBT 074,Vĩ Phong,Trụ dừng,Quận Bình Tân,Phường Bình Hưng Hoà B,136,Quốc lộ 1A,No,Đang khai thác,106.60202,10.821082,VP 136 Ql1A,,151,1,No,False
876,HBC 007,Quốc lộ 50,Trụ dừng,Huyện Bình Chánh,,Cột đèn 138,Nguyễn Văn Linh,No,Đang khai thác,106.656861,10.720896,Ql50 Cd138 NVL,102,,1,No,False
1791,QBT 087,Nhà sách Tân Tạo,Trụ dừng,Quận Bình Tân,Phường Tân Tạo,1024,Quốc lộ 1A,No,Đang khai thác,106.591492,10.758026,NsTT 1024 Ql1A,,151,1,No,False
1491,QTD 049,Chợ Tam Hà,Biển treo,TP. Thủ Đức - KV3,,351-353,Tô Ngọc Vân,No,Đang khai thác,106.747761,10.859586,CTH 351-353 TNV,,141,1,No,False
209,QGV 112,Cầu An Lộc,Trụ dừng,Quận Gò Vấp,,523-525,Nguyễn Oanh,No,Đang khai thác,106.678539,10.848838,CAL 523-525 NO,,161,1,No,False
2922,QTP 057,Lê Đình Thám,Trụ dừng,Quận Tân Phú,,94,Cầu Xéo,No,Đang khai thác,106.623749,10.796659,LDT 94 CX,,41,1,No,False
1127,HNB 049,Bệnh viện Nhân Tâm,Trụ dừng,Huyện Nhà Bè,,Kế 205 (155),Nguyễn Văn Tạo,No,Đang khai thác,106.729415,10.653391,BvNT K205( NVT,,72,1,No,False
4059,Q9 152,Công ty Thành Công,Trụ dừng,TP. Thủ Đức - KV2,,765,Nguyễn Duy Trinh,No,Đang khai thác,106.784459,10.790662,CtTC 765 NDT,,88,1,No,False
140,QBT 010,Kinh Dương Vương,Trụ dừng,Quận Bình Tân,Phường An Lạc,7,Kinh Dương Vương,No,Đang khai thác,106.623162,10.744919,KDV 7 KDV,,"9, 61, 84",3,No,False
3908,HBC 319,Kênh 2,Trụ dừng,Huyện Bình Chánh,Xã Bình Lợi,Đ/d C5/178A (Đối diện Kênh 2),"Vườn Thơm, Bình Chánh",No,Đang khai thác,106.485704,10.75614,K2 DC(dK2) VTBC,,81,1,No,False
3346,HBC 067,Phòng khám Đa khoa Lê Minh Xuân,Trụ dừng,Huyện Bình Chánh,,Cột điện T207T (Đối diện G16/12),Trần Đại Nghĩa,No,Đang khai thác,106.554052,10.736776,PkDkLMX CdT(dG TDN,,61,1,No,False
3416,Q12 151,Trường Phan Bội Châu,Trụ dừng,Quận 12,,401,Nguyễn Văn Quá,No,Đang khai thác,106.629535,10.838375,TPBC 401 NVQ,,62,1,No,False
3071,Q4 039,Tôn Đản,Trụ dừng,Quận 4,,322-324A,Tôn Đản,No,Đang khai thác,106.705711,10.7551,TD 322-324A TD,,44,1,No,False
3060,QBTH 037,Chợ Văn Thánh,Trụ dừng,Quận Bình Thạnh,,57-59,Nguyễn Văn Thương,No,Đang khai thác,106.718831,10.801533,CVT 57-59 NVT,,44,1,No,False
7153,HBC 463,Chùa Pháp Tịnh,Trụ dừng,Huyện Bình Chánh,Thị trấn Tân Túc,Đối diện Đ15/20A,Nguyễn Cửu Phú,Có,Đang khai thác,106.580096,10.700914,CPT DdD NCP,,73,1,No,True
1089,HNB 062,Chùa Phước Linh,Trụ dừng,Huyện Nhà Bè,,Cột điện 141P,Nguyễn Văn Tạo,No,Đang khai thác,106.739983,10.609535,CPL Cd141P NVT,72,,1,No,False
1505,Q9 242,Ngã 3 Nghêu sò,Trụ dừng,TP. Thủ Đức - KV2,,CX3,Làng Tăng Phú,No,Đang khai thác,106.798767,10.845685,N3Ns C LTP,,"76, 141",2,No,False
3640,HCC 005,Nhà thờ Bắc Đoàn,Trụ dừng,Huyện Củ Chi,Xã Tân Phú Trung,Kế 254,Quốc lộ 22,No,Đang khai thác,106.543425,10.937979,NtBD K254 Ql22,74,,1,No,False
2134,Q7 018,Hoàng Quốc Việt,Trụ dừng,Quận 7,Phường Phú Mỹ,1312,Huỳnh Tấn Phát,No,Đang khai thác,106.736813,10.714782,HQV 1312 HTP,20,,1,No,False
3308,HBC 132,Cổng 3,Trụ dừng,Huyện Bình Chánh,,Cột điện 28BT (G13/27B),Láng Le bàu Cò,No,Đang khai thác,106.54567,10.759123,C3 Cd28BT( LLbC,,73,1,No,False
1158,HHM 026,Ngã 3 Bùi Môn,Ô sơn,Huyện Hóc Môn,,1/1,Quốc lộ 22,No,Đang khai thác,106.597075,10.870075,N3BM 1/1 Ql22,74,,1,No,False
1483,QTD 038,Nhà hàng Song Sinh,Trụ dừng,TP. Thủ Đức - KV3,,1101-1103,Tỉnh lộ 43,No,Đang khai thác,106.728734,10.884615,NhSS 1101-1103 Tl43,,141,1,No,False
8193,TPTĐ 269,Khu nhà ở công nhân Lilama 18,Trụ dừng,TP. Thủ Đức - KV2,Phường Phước Long B,108,Dương Đình Hội,Có,Đang khai thác,106.77967,10.82169,KnocnL18 108 DDH,57,,1,No,True
3324,QBT 274,Đường số 1,Trụ dừng,Quận Bình Tân,,74,Trần Đại Nghĩa,No,Đang khai thác,106.597107,10.724396,Ds1 74 TDN,61,,1,No,False
409,QTD 063,Tu viện Quảng Đức,Trụ dừng,TP. Thủ Đức - KV3,Phường Bình Thọ,Tu viện Quảng Đức,Đặng Văn Bi,No,Đang khai thác,106.766338,10.839349,TvQD TvQD DVB,,"6, 29",2,No,False
4086,BX 11,Khu dân cư Thạnh Mỹ Lợi,Bến xe,TP. Thủ Đức - KV1,,Chợ Thạnh Mỹ Lợi,Thạnh Mỹ Nam,No,Đang khai thác,106.770614,10.770601,KdcTML CTML TMN,99,99,2,Yes,False
1406,Q10 035,Ngã sáu Cộng Hòa,Nhà chờ,Quận 10,,Đối diện 30-32,Lý Thái Tổ,No,Đang khai thác,106.680449,10.76571,NsCH Dd30-32 LTT,,69,1,No,False
4019,BX27,Chợ Long Phước,Bến xe,TP. Thủ Đức - KV2,,ĐẦU BẾN CHỢ LONG PHƯỚC,Long Phước,No,Đang khai thác,106.85936,10.808298,CLP DBCLP LP,88,88,2,Yes,False
681,HBC 231,Ấp 2,Trụ dừng,Huyện Bình Chánh,,C5/31D,Hương Lộ 11,No,Đang khai thác,106.626177,10.649242,A2 C HL11,,9,1,No,False
2205,QTB 072,Chợ Võ Thành Trang,Nhà chờ,Quận Tân Bình,,510,Trường Chinh,No,Đang khai thác,106.637823,10.801365,CVTT 510 TC,65,,1,No,False
4158,HBC 224,Phạm Tấn Mười,Ô sơn,Huyện Bình Chánh,Xã Quy Đức,D1/14 (Kế 1/30B),Hương Lộ 11,No,Đang khai thác,106.650649,10.636067,PTM D(1/30B) HL11,47,,1,No,False
2185,Q7 037,Trường Nguyễn Hữu Cảnh,Trụ dừng,Quận 7,Phường Tân Thuận Đông,571,Huỳnh Tấn Phát,No,Đang khai thác,106.729796,10.742621,TNHC 571 HTP,,20,1,No,False
1756,QGV 139,Ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,,159,Nguyễn Văn Lượng,No,Đang khai thác,106.674564,10.838475,NsGV 159 NVL,,146,1,No,False
1007,Q10 062,Ngân hàng Quân Đội,Trụ dừng,Quận 10,,136,Tô Hiến Thành,No,Đang khai thác,106.662819,10.775531,NhQD 136 THT,69,103,2,Yes,False
7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Phường Nguyễn Thái Bình,Hàm Nghi 7,Hàm Nghi,Có,Đang khai thác,106.700807,10.770896,TTctdHN HN7 HN,"4, 88",1,3,Yes,True
3631,HNB 099,Bình Xuyên 2,Ô sơn,Huyện Nhà Bè,Xã Phước Kiển,92,Nguyễn Hữu Thọ,No,Đang khai thác,106.713193,10.704076,BX2 92 NHT,,72,1,No,False
3133,HBC 211,Trạm xăng Kim Quang,Ô sơn,Huyện Bình Chánh,,E8/212M,Quốc lộ 50,No,Đang khai thác,106.654978,10.695548,TxKQ E Ql50,,47,1,No,False
366,QBTH 010,Chợ Hàng Xanh,Trụ dừng,Quận Bình Thạnh,,39,Bạch Đằng,No,Đang khai thác,106.710511,10.802793,CHX 39 BD,,"146, 161",2,No,False
872,Q7 090,Sky Garden,Trụ dừng,Quận 7,,1048 (Kế siêu thị Fivimart),Nguyễn Văn Linh,No,Đang khai thác,106.7049,10.729234,SG 1048(stF NVL,102,,1,No,False
2159,HBC 076,Bùi Thanh Khiết,Ô sơn,Huyện Bình Chánh,,C1/2C,Bùi Thanh Khiết,No,Đang khai thác,106.574442,10.690208,BTK C BTK,,73,1,No,False
816,HBC 028,Kim Hằng,Trụ dừng,Huyện Bình Chánh,,Cột điện T120P (Cột điện 240),Nguyễn Văn Linh,No,Đang khai thác,106.631413,10.700144,KH CdT(d240) NVL,,102,1,No,False
2742,QGV 060,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,,1410 (408),Lê Đức Thọ,No,Đang khai thác,106.654528,10.856419,NtNVHB 1410( LDT,103,,1,No,False
3781,QBT 167,nhà thờ Họ Trịnh,Nhà chờ,Quận Bình Tân,,4341,Nguyễn Cửu Phú,No,Đang khai thác,106.581207,10.734889,ntHT 4341 NCP,,73,1,No,False
639,HBC 365,Nguyễn Hữu Trí,Trụ dừng,Huyện Bình Chánh,Thị trấn Tân Túc,Kế E9/21,Quốc lộ 1A,No,Đang khai thác,106.596415,10.696112,NHT KE Ql1A,9,102,2,Yes,False
3744,Q9 060,Nghĩa trang liệt sĩ Tp.HCM,Nhà chờ,TP. Thủ Đức - KV2,Phường Tân Phú,Đối diện 28,D400,No,Đang khai thác,106.809345,10.871408,NtlsT Dd28 D,,"76, 93",2,No,False
3898,HBC 309,Kênh 8,Trụ dừng,Huyện Bình Chánh,Xã Bình Lợi,C11/423/1,"Vườn Thơm, Bình Chánh",No,Đang khai thác,106.503096,10.769778,K8 C VTBC,81,,1,No,False
7875,TPTĐ 007,Tòa nhà River Garden,Trụ dừng,TP. Thủ Đức - KV1,Phường Thảo Điền,Giữa chung cư River Garden,Nguyễn Văn Hưởng,Có,Đang khai thác,106.727113,10.81534,TnRG GccRG NVH,153,,1,No,True
658,HBC 252,Chợ Hưng Long,Trụ dừng,Huyện Bình Chánh,,D16/34 - D16/39,Hương Lộ 11,No,Đang khai thác,106.606822,10.658847,CHL D-D HL11,9,,1,No,False
3708,Q9  122,Ngã 3 Lò Lu,Ô sơn,TP. Thủ Đức - KV2,,35,Lò Lu,No,Đang khai thác,106.808717,10.824618,N3LL 35 LL,76,,1,No,False
1926,HHM 017,Trạm măng,Trụ dừng,Huyện Hóc Môn,Xã Bà Điểm,41/1B,Quốc lộ 1A,No,Đang khai thác,106.612535,10.840398,Tm 41/1B Ql1A,,151,1,No,False
721,Q6 041,Trường Nguyễn Đức Cảnh,Nhà chờ,Quận 6,,799,Hồng Bàng,No,Đang khai thác,106.643761,10.754021,TNDC 799 HB,,"9, 81, 84",3,No,False
173,QTP 011,Trạm KCN Tân Bình,Nhà chờ,Quận Tân Phú,Phường Tây Thạnh,881,Trường Chinh,Có,Đang khai thác,106.630615,10.819386,TKTB 881 TC,,"4, 62, 65",3,No,True
1806,QBT 259,Ngã 3 Lê Văn Quới,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông A,527,Lê Văn Qưới,No,Đang khai thác,106.602799,10.776324,N3LVQ 527 LVQ,41,,1,No,False
4011,Q9 169,Trường Long Trường,Trụ dừng,TP. Thủ Đức - KV2,,1136 - 1142,Nguyễn Duy Trinh,No,Đang khai thác,106.811668,10.801476,TLT 1136-1142 NDT,88,,1,No,False
1058,HNB 003,Công an Thị trấn Nhà Bè,Trụ dừng,Huyện Nhà Bè,Thị trấn Nhà Bè,242 (42/7),Huỳnh Tấn Phát,No,Đang khai thác,106.739666,10.695869,CaTtNB 242( HTP,20,,1,No,False
4098,Q9 263,Đường cầu xây,Ô sơn,TP. Thủ Đức - KV2,Phường Long Thạnh Mỹ,54A-56 (58),Hoàng Hữu Nam,No,Đang khai thác,106.813675,10.854681,Dcx 54A-56( HHN,99,,1,No,False
3748,Q9 144,Ngã 3 Lê Văn Việt,Trụ dừng,TP. Thủ Đức - KV2,Phường Tăng Nhơn Phú A,28A,Man Thiện,No,Đang khai thác,106.786761,10.846004,N3LVV 28A MT,,76,1,No,False
830,HBC 038,Sân bóng mi ni,Trụ dừng,Huyện Bình Chánh,,Cột điện T288P (Cột điện 76),Nguyễn Văn Linh,No,Đang khai thác,106.673234,10.727321,Sbmn CdT(d76) NVL,,102,1,No,False
7946,TPTĐ 078,Chung cư Phố Đông,Trụ dừng,TP. Thủ Đức - KV2,Phường Phước Long B,Đối diện 38,Đường D6,Có,Đang khai thác,106.784414,10.808989,CcPD Dd38 DD,29,,1,No,True
2143,QTD 186,Công ty Nissan,Ô sơn,TP. Thủ Đức - KV3,,Đối diện công ty Nissan (559),Quốc lộ 1,No,Đang khai thác,106.768248,10.872419,CtN DdctN( Ql1,,93,1,No,False
8154,TPTĐ 135,Ga An Phú,Nhà chờ,TP. Thủ Đức - KV1,Phường An Phú,159,Võ Nguyên Giáp,Có,Đang khai thác,106.741589,10.801817,GAP 159 VNG,,"6, 153",2,No,True
2907,QBT 271,Quán cơm ,Trụ dừng,Quận Bình Tân,Phường Bình Trị Đông B,706 (số mới 641),Tên Lửa,No,Đang khai thác,106.606141,10.755802,Qc 706(m641) TL,41,,1,No,False
485,Q9 212,Trạm xây dựng,Nhà chờ,TP. Thủ Đức - KV2,Phường Phước Long A,354A,Võ Nguyên Giáp,No,Đang khai thác,106.76312,10.829955,Txd 354A VNG,6,,1,No,False
2479,BX77,Chợ nông sản Thủ Đức,Bến xe,TP. Thủ Đức - KV3,,ĐẦU BẾN CHỢ NÔNG SẢN THỦ ĐỨC,Quốc lộ 1,No,Đang khai thác,106.72943115234376,10.868857383728027,CnsTD DBCNSTD Ql1,29,29,2,Yes,False
3580,Q11 057,Chợ Chim Xanh,Trụ dừng,Quận 11,,133E,Bình Thới,No,Đang khai thác,106.647903,10.766184,CCX 133E BT,,69,1,No,False
606,QTB 066,Cây xăng Đôi,Trụ dừng,Quận Tân Bình,,23,Xuân Hồng,No,Đang khai thác,106.652184,10.794256,CxD 23 XH,65,103,2,Yes,False
2005,QTP 063,Trạm Bờ Bao Tân Thắng,Trụ dừng,Quận Tân Phú,Phường Tây Thạnh,284,Lê Trọng Tấn,No,Đang khai thác,106.622177,10.807464,TBBTT 284 LTT,"41, 69",,2,No,False
1399,Q10 086,Chùa Bửu Đà,Trụ dừng,Quận 10,,427,Cách Mạng Tháng Tám,No,Đang khai thác,106.675063,10.78124,CBD 427 CMTT,,65,1,No,False
1648,QBTH 096,Trường TH Nguyễn Đình Chiểu,Trụ dừng,Quận Bình Thạnh,,22-24,Lê Quang Định,No,Đang khai thác,106.698409,10.803546,TTNDC 22-24 LQD,146,,1,No,False
3654,HCC 046,Ngã tư Quán đôi,Trụ dừng,Huyện Củ Chi,Xã Tân Thông Hội,97,Quốc lộ 22,No,Đang khai thác,106.522923,10.947954,NtQd 97 Ql22,,74,1,No,False
3933,BX 88,Tân Túc,Bến xe,Huyện Bình Chánh,,Điểm Đầu - Cuối Tân Túc,Nguyễn Hữu Trí,No,Đang khai thác,106.551528,10.684682,TT DD-CTT NHT,84,84,2,Yes,False
4748,QTB 156,Ngã ba Kênh Nhật Bản - Hồng Hà,Nhà chờ,Quận Tân Bình,Phường 01,Giữa công viên Gia Định,Hồng Hà,Có,Đang khai thác,106.674371,10.813732,NbKNB-HH GcvGD HH,103,,1,No,True
1125,HNB 053,Cầu Hiệp Phước,Trụ dừng,Huyện Nhà Bè,,78/4,Nguyễn Văn Tạo,No,Đang khai thác,106.735364,10.634638,CHP 78/4 NVT,,72,1,No,False
7073,HNB 129,Cầu Phước Kiểng,Trụ dừng,Huyện Nhà Bè,Xã Phước Kiển,Trụ đèn 17,Nguyễn Hữu Thọ,Có,Đang khai thác,106.72279,10.677757,CPK Td17 NHT,,72,1,No,True
3570,QTP 046,Trạm Nguyễn Văn Tố,Trụ dừng,Quận Tân Phú,Phường Phú Thọ Hoà,125-127,Vườn Lài,No,Đang khai thác,106.632668,10.787796,TNVT 125-127 VL,,69,1,No,False
937,Q12 110,Cây xăng Thạnh Xuân,Trụ dừng,Quận 12,,Cây xăng Thạnh Xuân,Quốc lộ 1A,No,Đang khai thác,106.671882,10.861577,CxTX CxTX Ql1A,103,161,2,Yes,False
493,QTD 070,Ngã ba Chương Dương,Trụ dừng,TP. Thủ Đức - KV3,Phường Bình Thọ,120,Võ Văn Ngân,No,Đang khai thác,106.760931,10.850419,NbCD 120 VVN,6,"57, 141",3,Yes,False
725,BX 46,Bến xe Miền Tây,Bến xe,Quận Bình Tân,,Bến xe Miền Tây,Kinh Dương Vương,No,Đang khai thác,106.619438,10.739486,BxMT BxMT KDV,"41, 102, 151","41, 102, 151",6,Yes,False
3660,HCC 053,Bệnh viện Xuyên Á,Nhà chờ,Huyện Củ Chi,Xã Tân Phú Trung,Đối diện cây xăng Ngọc Sương,Quốc lộ 22,No,Đang khai thác,106.557201,10.926381,BvXA DdcxNS Ql22,,74,1,No,False
374,Q1 099,Đài truyền hình,Nhà chờ,Quận 1,,Đối diện 9,Nguyễn Thị Minh Khai,No,Đang khai thác,106.702011,10.787157,Dth Dd9 NTMK,,6,1,No,False
499,Q8 074,Cầu Nhị Thiên Đường,Trụ dừng,Quận 8,,81,Quốc lộ 50,No,Đang khai thác,106.656427,10.738769,CNTD 81 Ql50,62,47,2,Yes,False
925,QGV 161,City Mart,Trụ dừng,Quận Gò Vấp,,628A,Quang Trung,No,Đang khai thác,106.66104,10.835888,CM 628A QT,103,,1,No,False
3760,Q9 204,Long Thuận-Nguyễn Xiển,Trụ dừng,TP. Thủ Đức - KV2,Phường Long Thạnh Mỹ,25,Nguyễn Xiển,No,Đang khai thác,106.833732,10.815107,LTX 25 NX,,76,1,No,False
3311,HBC 302,Trường Trung học cơ sở Lê Minh Xuân,Trụ dừng,Huyện Bình Chánh,Xã Lê Minh Xuân,G8/1,Trần Văn Giàu,No,Đang khai thác,106.56057,10.766068,TThcsLMX G TVG,,"73, 81",2,No,False
4768,Q6 010,Y tế Dự phòng,Trụ dừng,Quận 6,Phường 01,171-173,Bà Hom,Có,Đang khai thác,106.628441,10.755101,YtDp 171-173 BH,,81,1,No,True
1311,HCC 017,Cầu vượt Củ Chi,Trụ dừng,Huyện Củ Chi,Thị trấn Củ Chi,734,Quốc lộ 22,No,Đang khai thác,106.488319,10.96765,CvCC 734 Ql22,74,,1,No,False
883,HBC 016,Cầu Cần Giuộc,Trụ dừng,Huyện Bình Chánh,,Cột đèn 249,Nguyễn Văn Linh,No,Đang khai thác,106.61828,10.696855,CCG Cd249 NVL,102,,1,No,False
4172,Q2 069,Bệnh viện Quận 2,Nhà chờ,TP. Thủ Đức - KV1,,145,Lê Văn Thịnh,No,Đang khai thác,106.76953,10.78201,BvQ2 145 LVT,29,,1,No,False
7607,QBT 302,Ủy ban nhân dân Bình Hưng Hòa B,Ô sơn,Quận Bình Tân,Phường Bình Hưng Hoà B,Trụ chiếu sáng 4 (Đối diện Ốc Quyên 2),Đường số 3,Có,Đang khai thác,106.593674,10.813863,?bndBHHB Tcs4(d?Q2) Ds3,69,,1,No,True
3722,HBC 072,Pomina Bắc Việt,Ô sơn,Huyện Bình Chánh,,C4/20C,Bùi Thanh Khiết,No,Đang khai thác,106.580215,10.675052,PBV C BTK,73,,1,No,False
1795,QBT 092,Công an Quận Bình Tân,Trụ dừng,Quận Bình Tân,,1054 (Quán ăn Xa lộ),Quốc lộ 1A,No,Đang khai thác,106.602081,10.736204,CaQBT 1054(aXl Ql1A,,151,1,No,False
465,Q5 006,Bệnh viện Nguyễn Tri Phương,Trụ dừng,Quận 5,,119-121,An Dương Vương,No,Đang khai thác,106.670492,10.756714,BvNTP 119-121 ADV,6,,1,No,False
3991,Q2 005,Cầu Ông Tranh,Trụ dừng,TP. Thủ Đức - KV1,,Cột điện UEB33,Lương Định Của,No,Đang khai thác,106.741667,10.790099,COT CdU LDC,88,,1,No,False
531,QTD 126,Trường Cao đẳng Vinatex,Ô sơn,TP. Thủ Đức - KV3,,580,Kha Vạn Cân,No,Tạm ngưng khai thác,106.744022,10.840767,TCdV 580 KVC,93,57,2,Yes,False
1657,QGV 053,Trường Văn Thư lưu trữ,Trụ dừng,Quận Gò Vấp,,194,Lê Đức Thọ,No,Đang khai thác,106.680894,10.837015,TVTlt 194 LDT,"146, 161",,2,No,False
